restaurant_id,title,sub_title,description,price_range,category_name,address,neighborhood,street,city,postal_code,state,country_code,website,phone,phone_unformatted,latitude,longitude,plus_code,place_id,fid,cid,total_score,permanently_closed,temporarily_closed,claim_this_business,reviews_count,reviews_one_star,reviews_two_star,reviews_three_star,reviews_four_star,reviews_five_star,images_count,categories,image_categories,popular_times_live_text,popular_times_live_percent,scraped_at,reserve_table_url,google_food_url,menu,located_in,image_url,search_string,language,is_advertisement,opening_hours,top_review_tags
78,"Afternoon Tea at Mount Nelson, A Belmond Hotel, Cape Town",,,,Restaurant,"76 Orange St, Gardens, Cape Town, 8001, South Africa",Gardens,76 Orange St,Cape Town,8001,,ZA,https://www.belmond.com/hotels/africa/south-africa/cape-town/belmond-mount-nelson-hotel/afternoon-tea?utm_source=local_search&utm_medium=link&utm_campaign=google_restaurant,+27 21 483 1000,+27214831000,-33.9309524,18.4129306,"3C97+J5 De Waterkant, Cape Town, South Africa",ChIJC60FHHFnzB0Ri_0XNP-SarQ,0x1dcc67711c05ad0b:0xb46a92ff3417fd8b,13000364899146661259,4.7,False,False,False,429,10,9,16,43,351,800,Restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Tea, Tea, By owner, Street View & 360°",,,2025-06-27T19:36:04.057Z,,,https://pdfs.belmond.com/MNH-Afternoon-Tea-Menu-Classic.pdf,"Mount Nelson, A Belmond Hotel, Cape Town",https://lh3.googleusercontent.com/p/AF1QipMDqpeyHlAhqHw8hnhSJzbDRsq00J3Nddtm3TY2=w408-h272-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Afternoon%20Tea%20at%20Mount%20Nelson%2C%20A%20Belmond%20Hotel%2C%20Cape%20Town&query_place_id=ChIJC60FHHFnzB0Ri_0XNP-SarQ,en,False,"{'day': 'Monday', 'hours': '11\u202fAM to 5\u202fPM'} | {'day': 'Tuesday', 'hours': '11\u202fAM to 5\u202fPM'} | {'day': 'Wednesday', 'hours': '11\u202fAM to 5\u202fPM'} | {'day': 'Thursday', 'hours': '11\u202fAM to 5\u202fPM'} | {'day': 'Friday', 'hours': '11\u202fAM to 5\u202fPM'} | {'day': 'Saturday', 'hours': '11\u202fAM to 5\u202fPM'} | {'day': 'Sunday', 'hours': '11\u202fAM to 5\u202fPM'}","savouries(25), scones(19), garden(15), birthday(14), buffet(12)"
79,Arnolds Restaurant,,"Modern restaurant with mountainview terrace serving burgers, seafood and South African game dishes.",$$,Restaurant,"60 Kloof St, Gardens, Cape Town, 8001, South Africa",Gardens,60 Kloof St,Cape Town,8001,,ZA,http://www.arnolds.co.za/,+27 21 424 4344,+27214244344,-33.9309287,18.4096321,"3C95+JV De Waterkant, Cape Town, South Africa",ChIJE1rjK3JnzB0RLRr5lPW8Ixg,0x1dcc67722be35a13:0x1823bcf594f91a2d,1739441644047505965,4.4,False,False,False,1873,39,37,142,525,1130,1154,Restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Cappuccino, Pancake, Beer, Eggs Benedict, Steak, French fries, By owner, Street View & 360°",As busy as it gets,80,2025-06-27T19:36:05.310Z,https://www.google.com/maps/reserve/v/dine/c/6KE5LmZTkHg?source=pa&opi=79508299&hl=en-US&gei=pPJeaKO7Mc3dptQPy6G70Qw&sourceurl=https://www.google.com/service/MapsPlaceService/GetPlace?hl%3Den%26authuser%3D0%26gl%3Dus%26q%3DArnolds%2BRestaurant,,http://www.arnolds.co.za/,,https://lh3.googleusercontent.com/p/AF1QipMzjhne4Bi_NKu4Jvhe8Jrab54W1FAFwoKZ8skt=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Arnolds%20Restaurant&query_place_id=ChIJE1rjK3JnzB0RLRr5lPW8Ixg,en,False,"{'day': 'Monday', 'hours': '6:30\u202fAM to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '6:30\u202fAM to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '6:30\u202fAM to 10\u202fPM'} | {'day': 'Thursday', 'hours': '6:30\u202fAM to 10\u202fPM'} | {'day': 'Friday', 'hours': '6:30\u202fAM to 10\u202fPM'} | {'day': 'Saturday', 'hours': '7\u202fAM to 10\u202fPM'} | {'day': 'Sunday', 'hours': '7\u202fAM to 10\u202fPM'}","eggs benedict(28), ostrich(28), warthog(23), ribs(23), value(22)"
80,The Woodlands Eatery,,,$$,Restaurant,"8 Breda St, Oranjezicht, Cape Town, 8001, South Africa",Oranjezicht,8 Breda St,Cape Town,8001,,ZA,http://www.thewoodlandseatery.com/,+27 63 710 4742,+27637104742,-33.9347341,18.4160272,"3C88+4C De Waterkant, Cape Town, South Africa",ChIJz3Sp9oNnzB0ROYNdyl2qUC8,0x1dcc6783f6a974cf:0x2f50aa5dca5d8339,3409412237723271993,4.6,False,False,False,1203,23,22,33,202,923,1116,Restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Pizza, Risotto, Seafood, Falafel, Hamburger, Tagliatelle, By owner, Street View & 360°",Busier than usual,100,2025-06-27T19:36:07.253Z,https://www.google.com/maps/reserve/v/dine/c/hZ1BzU38Wmk?source=pa&opi=79508299&hl=en-US&gei=pvJeaI-0LfSl5NoPi8XxkQQ&sourceurl=https://www.google.com/service/MapsPlaceService/GetPlace?hl%3Den%26authuser%3D0%26gl%3Dus%26q%3DThe%2BWoodlands%2BEatery,,http://www.thewoodlandseatery.com/menu.html,,https://lh3.googleusercontent.com/p/AF1QipOisfsMhRly_5nkhl7Yh5wn6CpkU_gI22h95ixx=w408-h544-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=The%20Woodlands%20Eatery&query_place_id=ChIJz3Sp9oNnzB0ROYNdyl2qUC8,en,False,"{'day': 'Monday', 'hours': '12 to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '12 to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '12 to 10\u202fPM'} | {'day': 'Thursday', 'hours': '12 to 10\u202fPM'} | {'day': 'Friday', 'hours': '12 to 10\u202fPM'} | {'day': 'Saturday', 'hours': '12 to 10\u202fPM'} | {'day': 'Sunday', 'hours': '12 to 10\u202fPM'}","italian(137), evening(44), wine pairing(14), tiramisu(12), lamb pizza(11)"
81,Café Caprice,,"Relaxed, split-level, all-day cafe facing beach, with eclectic menu, cocktails and sidewalk tables.",$$,Restaurant,"37 Victoria Rd, Camps Bay, Cape Town, 8005, South Africa",Camps Bay,37 Victoria Rd,Cape Town,8005,,ZA,http://www.cafecaprice.co.za/,+27 21 438 8315,+27214388315,-33.950671,18.378651,"29XH+PF Hout Bay, Cape Town, South Africa",ChIJlZofFVNmzB0R3GxaFYr0p7Q,0x1dcc6653151f9a95:0xb4a7f48a155a6cdc,13017642121838619868,4.4,False,False,False,3159,118,72,208,647,2114,2321,"Restaurant, Cafe, Cocktail bar","All, Latest, Videos, Menu, Food & drink, Vibe, Cappuccino, French toast, Juice, Smoked salmon, Mojito, French fries, Passion fruit, Sushi, By owner, Street View & 360°",A little busy,57,2025-06-27T19:36:06.593Z,,,https://cafecaprice.co.za/cafe-caprice-menus/,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npRxMq5rxDuxpY_4twipYpF7nsVFlWiJoUEjzSIi7dDMDQnAdyQYlO_Mx5d73kqzudgHGzBV3HBXbpRgxVGIdmWB3EofelvbJofsgttcPfJFDbil43fjD-zXCan7oA7VM61gMHS=w408-h544-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Caprice&query_place_id=ChIJlZofFVNmzB0R3GxaFYr0p7Q,en,False,"{'day': 'Monday', 'hours': '12\u202fPM to 12\u202fAM'} | {'day': 'Tuesday', 'hours': '9\u202fAM to 12\u202fAM'} | {'day': 'Wednesday', 'hours': '9\u202fAM to 12\u202fAM'} | {'day': 'Thursday', 'hours': '9\u202fAM to 12\u202fAM'} | {'day': 'Friday', 'hours': '9\u202fAM to 1\u202fAM'} | {'day': 'Saturday', 'hours': '9\u202fAM to 1\u202fAM'} | {'day': 'Sunday', 'hours': '9\u202fAM to 1\u202fAM'}","cocktails(150), sunset(94), beach(93), crowd(18), bouncers(17)"
82,Black Sheep Restaurant,,Seasonal ingredients and blackboard specials at modern Cape restaurant with Table Mountain view.,$$,Eclectic restaurant,"104 Kloof St, Gardens, Cape Town, 8001, South Africa",Gardens,104 Kloof St,Cape Town,8001,,ZA,http://www.blacksheeprestaurant.co.za/,+27 21 426 2661,+27214262661,-33.9339861,18.4074341,"3C84+CX De Waterkant, Cape Town, South Africa",ChIJFceKh3NnzB0RdrgYei8L3Gg,0x1dcc6773878ac715:0x68dc0b2f7a18b876,7555926573360658550,4.5,False,False,False,1361,31,30,71,258,971,784,Eclectic restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Flank steak, Chicken sandwich, Panna cotta, Beer, Chocolate brownie, Pappardelle, By owner, Street View & 360°",A little busy,69,2025-06-27T19:36:07.453Z,,,http://blacksheeprestaurant.co.za/,,https://lh3.googleusercontent.com/p/AF1QipPN4CYqPbYu0FVSwsPPu0KYiRpP1Ieh8TKAYyuC=w408-h271-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Black%20Sheep%20Restaurant&query_place_id=ChIJFceKh3NnzB0RdrgYei8L3Gg,en,False,"{'day': 'Monday', 'hours': '6 to 11\u202fPM'} | {'day': 'Tuesday', 'hours': '12 to 11\u202fPM'} | {'day': 'Wednesday', 'hours': '12 to 11\u202fPM'} | {'day': 'Thursday', 'hours': '12 to 11\u202fPM'} | {'day': 'Friday', 'hours': '12 to 11\u202fPM'} | {'day': 'Saturday', 'hours': '12 to 11\u202fPM'} | {'day': 'Sunday', 'hours': 'Closed'}","book(25), starters(24), kudu(17), wine list(16), tuna(13)"
83,Sweetbeet Gardens Centre (Halaal),,,,Restaurant,"Shop B11, Cnr Mill and, Gardens Shopping Centre, Buitenkant St, Gardens, Cape Town, 8001, South Africa",Gardens,"Shop B11, Cnr Mill and, Gardens Shopping Centre, Buitenkant St",Cape Town,8001,,ZA,http://www.sweetbeet.co.za/,+27 21 023 2474,+27210232474,-33.9343074,18.4181492,"3C89+77 De Waterkant, Cape Town, South Africa",ChIJjURMOvdnzB0Rnx6QPkLMbkM,0x1dcc67f73a4c448d:0x436ecc423e901e9f,4859045632868884127,4,False,False,False,63,7,6,6,3,41,31,Restaurant,"All, Menu, Food & drink, By owner, Street View & 360°",,,2025-06-27T19:36:06.565Z,,,,Gardens Shopping Centre,https://lh3.googleusercontent.com/p/AF1QipOa6WgYfY8pBsaJqKYTmP9dacvFY_CWR9VMg2YW=w408-h612-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Sweetbeet%20Gardens%20Centre%20(Halaal)&query_place_id=ChIJjURMOvdnzB0Rnx6QPkLMbkM,en,False,"{'day': 'Monday', 'hours': '8\u202fAM to 7\u202fPM'} | {'day': 'Tuesday', 'hours': '8\u202fAM to 7\u202fPM'} | {'day': 'Wednesday', 'hours': '8\u202fAM to 7\u202fPM'} | {'day': 'Thursday', 'hours': '8\u202fAM to 7\u202fPM'} | {'day': 'Friday', 'hours': '8\u202fAM to 7\u202fPM'} | {'day': 'Saturday', 'hours': '8\u202fAM to 5\u202fPM'} | {'day': 'Sunday', 'hours': '9\u202fAM to 3\u202fPM'}","bowl(9), smoothies(6), wrap(6), service(5), healthy(3)"
84,Upper Union,,,,Restaurant,"3 Upper Union St, Gardens, Cape Town, 8001, South Africa",Gardens,3 Upper Union St,Cape Town,8001,,ZA,http://www.upperunion.co.za/,+27 21 891 0360,+27218910360,-33.9319367,18.4083853,"3C95+69 De Waterkant, Cape Town, South Africa",ChIJZx2KoLVnzB0R2oRst7jI_g4,0x1dcc67b5a08a1d67:0xefec8b8b76c84da,1080521656292377818,4.6,False,False,False,353,13,8,10,31,291,815,Restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Croissant, By owner, Street View & 360°",,,2025-06-27T19:36:10.310Z,,,https://www.upperunion.co.za/#foodmenu,,https://lh3.googleusercontent.com/p/AF1QipMmY_SalHTG_pWy4aa86_Ic2Kbgkk2pXxrxFB4n=w408-h271-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Upper%20Union&query_place_id=ChIJZx2KoLVnzB0R2oRst7jI_g4,en,False,"{'day': 'Monday', 'hours': '12 to 4\u202fPM, 6 to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '12 to 4\u202fPM, 6 to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '12 to 4\u202fPM, 6 to 10\u202fPM'} | {'day': 'Thursday', 'hours': '12 to 4\u202fPM, 6 to 10\u202fPM'} | {'day': 'Friday', 'hours': '12 to 4\u202fPM, 6 to 10\u202fPM'} | {'day': 'Saturday', 'hours': '12 to 4\u202fPM, 6 to 10\u202fPM'} | {'day': 'Sunday', 'hours': '12 to 4\u202fPM, 6 to 10\u202fPM'}","small plates(29), cocktails(19), decor(18), set menu(13), picanha(11)"
85,Belly of the beast,,,,Restaurant,"110 Harrington St, Cape Town City Centre, Cape Town, 8000, South Africa",Cape Town City Centre,110 Harrington St,Cape Town,8000,,ZA,http://www.bellyofthebeast.co.za/,+27 76 220 5458,+27762205458,-33.9294399,18.4226168,"3CCF+62 De Waterkant, Cape Town, South Africa",ChIJVWO4oURnzB0RNaPCKWYBfZE,0x1dcc6744a1b86355:0x917d016629c2a335,10483537045887296309,4.8,False,False,False,1079,13,7,21,55,983,1972,Restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, By owner, Street View & 360°",,,2025-06-27T19:36:07.637Z,,,https://bellyofthebeast.co.za/pages/crowdfunding,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr23Ka2O5d0Eu9qR8OQCfIVfSmCGdat2YCTjgWe9pBffILU3z1b9erZbwAYo3MqUmT0azxFFxNFogfLxkb32C9seJOLLSUN8q461u959Aj8Ko1BBs1THyjNRri32trLLncfMIyK=w408-h306-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Belly%20of%20the%20beast&query_place_id=ChIJVWO4oURnzB0RNaPCKWYBfZE,en,False,"{'day': 'Monday', 'hours': '6:30 to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '12 to 3\u202fPM, 6:30 to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '12 to 3\u202fPM, 6:30 to 10\u202fPM'} | {'day': 'Thursday', 'hours': '12 to 3\u202fPM, 6:30 to 10\u202fPM'} | {'day': 'Friday', 'hours': '12 to 3\u202fPM, 6:30 to 10\u202fPM'} | {'day': 'Saturday', 'hours': '12 to 3\u202fPM, 6:30 to 10\u202fPM'} | {'day': 'Sunday', 'hours': 'Closed'}","course(57), wine pairing(40), culinary(36), tasting menu(33), wine list(13)"
86,EatStanbul,,,$$,Restaurant,"64 Kloof St, Gardens, Cape Town, 8001, South Africa",Gardens,64 Kloof St,Cape Town,8001,,ZA,,+27 21 422 1989,+27214221989,-33.9321729,18.4083896,"3C95+49 De Waterkant, Cape Town, South Africa",ChIJUxexXpNnzB0R_psHE79CrgU,0x1dcc67935eb11753:0x5ae42bf13079bfe,409338004562746366,4.6,False,False,False,658,17,15,28,127,471,736,Restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Kebab, Baklava, Knafeh, Turkish tea, Chocolate brownie, French fries, By owner, Street View & 360°",Less busy than usual,0,2025-06-27T19:36:10.708Z,,,https://www.instagram.com/p/DE2FMoeNS7s/?igsh=MWlkajYyb2N3OXlvZA==,,https://lh3.googleusercontent.com/p/AF1QipMjHKuMMxm5dh8KzFs3UFKXub9Zkbki8wQMgdNQ=w408-h272-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=EatStanbul&query_place_id=ChIJUxexXpNnzB0R_psHE79CrgU,en,False,"{'day': 'Monday', 'hours': '10:45\u202fAM to 11:30\u202fPM'} | {'day': 'Tuesday', 'hours': '10:45\u202fAM to 11:30\u202fPM'} | {'day': 'Wednesday', 'hours': '10:45\u202fAM to 11:30\u202fPM'} | {'day': 'Thursday', 'hours': '10:45\u202fAM to 11:30\u202fPM'} | {'day': 'Friday', 'hours': '10:45\u202fAM to 11:50\u202fPM'} | {'day': 'Saturday', 'hours': '10:45\u202fAM to 11:50\u202fPM'} | {'day': 'Sunday', 'hours': '10:45\u202fAM to 11\u202fPM'}","turkish(46), service charge(17), mixed grill(14), tip(12), beyti kebab(11)"
87,Tiger's Milk Camps Bay,,,$$,Restaurant,"33 Victoria Rd, Camps Bay, Cape Town, 8005, South Africa",Camps Bay,33 Victoria Rd,Cape Town,8005,,ZA,https://www.tigersmilk.co.za/location/camps-bay/?utm_source=google_maps&utm_medium=website_button&utm_campaign=SP&utm_content=SP,+27 21 137 1850,+27211371850,-33.9504291,18.3788217,"29XH+RG Hout Bay, Cape Town, South Africa",ChIJkxQTNLBnzB0RcZgAUpfqUQ4,0x1dcc67b034131493:0xe51ea9752009871,1031863725281286257,4.4,False,False,False,5939,311,173,380,1012,4063,2841,"Restaurant, Bar, Bar & grill, Cocktail bar","All, Latest, Videos, Menu, Food & drink, Vibe, Pizza, Taco, Cappuccino, Juice, Mojito, Beer, By owner, Street View & 360°",Not too busy,35,2025-06-27T19:36:11.383Z,https://www.google.com/maps/reserve/v/dine/c/QOIwkZKFtpQ?source=pa&opi=79508299&hl=en-US&gei=qvJeaJSrOM6KptQPiKuqwAk&sourceurl=https://www.google.com/service/MapsPlaceService/GetPlace?hl%3Den%26authuser%3D0%26gl%3Dus%26q%3DTiger's%2BMilk%2BCamps%2BBay,,https://www.tigersmilk.co.za/menus/?utm_source=google_maps&utm_medium=menu_link&utm_campaign=SP&utm_content=SP,,https://lh3.googleusercontent.com/p/AF1QipOp_xzNIm4HxuKIRcXDzG2e3HYenOaPbV-ezyjb=w408-h272-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Tiger's%20Milk%20Camps%20Bay&query_place_id=ChIJkxQTNLBnzB0RcZgAUpfqUQ4,en,False,"{'day': 'Monday', 'hours': '11\u202fAM to 12\u202fAM'} | {'day': 'Tuesday', 'hours': '11\u202fAM to 12\u202fAM'} | {'day': 'Wednesday', 'hours': '11\u202fAM to 12\u202fAM'} | {'day': 'Thursday', 'hours': '11\u202fAM to 12\u202fAM'} | {'day': 'Friday', 'hours': '9\u202fAM to 12\u202fAM'} | {'day': 'Saturday', 'hours': '9\u202fAM to 12\u202fAM'} | {'day': 'Sunday', 'hours': '9\u202fAM to 12\u202fAM'}","sunset(167), cocktails(134), beach(131), nachos(25), balcony(21)"
88,The Dog's Bollocks at YARD,,"Burgers & beer turned out in industrial, brick-lined digs with quirky accents & a small patio.",$$,Hamburger restaurant,"6 Roodehek St, Gardens, Cape Town, 8001, South Africa",Gardens,6 Roodehek St,Cape Town,8001,,ZA,,+27 83 440 7843,+27834407843,-33.932265,18.419169,"3C99+3M De Waterkant, Cape Town, South Africa",ChIJZdIh1ntnzB0RAjkMOWET5X8,0x1dcc677bd621d265:0x7fe51361390c3902,9215793520773445890,4.6,False,False,False,2491,48,43,133,475,1792,2098,"Hamburger restaurant, Chicken wings restaurant, Restaurant","All, Latest, Videos, Menu, Food & drink, Vibe, Pizza, Cappuccino, Beer, Chicken Wings, Hamburger, French fries, Margarita, By owner, Street View & 360°",Less busy than usual,12,2025-06-27T19:36:10.534Z,,,https://business.google.com/site/l/01634418193137067445,,https://lh3.googleusercontent.com/p/AF1QipN8wNzvnzhM2l6HZFcBc8j06LuNgT_VBpVNKmWV=w408-h544-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=The%20Dog's%20Bollocks%20at%20YARD&query_place_id=ChIJZdIh1ntnzB0RAjkMOWET5X8,en,False,"{'day': 'Monday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Thursday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Friday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Saturday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Sunday', 'hours': '9\u202fAM to 10\u202fPM'}","evening(28), energy(21), funny(19), chicken wings(19), personality(13)"
89,"Mantra Cafe, Cape Town",,,$$,Restaurant,"43 Victoria Rd, Camps Bay, Cape Town, 8040, South Africa",Camps Bay,43 Victoria Rd,Cape Town,8040,,ZA,https://www.mantracafe.co.za/,+27 65 823 3901,+27658233901,-33.9507825,18.3786192,"29XH+MC Hout Bay, Cape Town, South Africa",ChIJOcM8FVNmzB0RU-FcL_H9TZk,0x1dcc6653153cc339:0x994dfdf12f5ce153,11046764673333256531,4.4,False,False,False,1641,70,53,107,323,1088,2901,Restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Pizza, Cappuccino, Juice, Mussel, Spaghetti, Eggs Benedict, gambas à la plancha, By owner, Street View & 360°",Less busy than usual,25,2025-06-27T19:36:11.438Z,,,https://www.mantracafe.co.za/menu/,,https://lh3.googleusercontent.com/p/AF1QipMy1X6DmbpjG29A9MEI4-Ao8FQShkYyBkov9TEo=w408-h272-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Mantra%20Cafe%2C%20Cape%20Town&query_place_id=ChIJOcM8FVNmzB0RU-FcL_H9TZk,en,False,"{'day': 'Monday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Tuesday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Wednesday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Thursday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Friday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Saturday', 'hours': '9\u202fAM to 10\u202fPM'} | {'day': 'Sunday', 'hours': '9\u202fAM to 10\u202fPM'}","sunset(81), cocktails(64), ocean(28), mussels(13), eggs benedict(12)"
90,Rick's Cafe Americain,,"Casablanca movie-themed restaurant with Moroccan/Med/US menu, roof terrace and mountain views.",$$,Restaurant,"103 kloof street Crn, Weltevreden St, Gardens, Cape Town, 8001, South Africa",Gardens,"103 kloof street Crn, Weltevreden St",Cape Town,8001,,ZA,http://www.rickscafe.co.za/,+27 21 424 1100,+27214241100,-33.93151,18.40942,"3C95+9Q De Waterkant, Cape Town, South Africa",ChIJq-0cGvdnzB0RNsSdBEaiAac,0x1dcc67f71a1cedab:0xa701a246049dc436,12034078100919534646,4.4,False,False,False,1852,57,34,152,512,1097,1522,"Restaurant, Bar, Mediterranean restaurant","All, Latest, Videos, Menu, Food & drink, Vibe, Juice, Martini, Blue Lagoon, Steak, By owner, Street View & 360°",A little busy,74,2025-06-27T19:36:12.395Z,https://www.google.com/maps/reserve/v/dine/c/oDG9UzLmPwA?source=pa&opi=79508299&hl=en-US&gei=q_JeaLbOM438ptQPqvicwAc&sourceurl=https://www.google.com/service/MapsPlaceService/GetPlace?hl%3Den%26authuser%3D0%26gl%3Dus%26q%3DRick's%2BCafe%2BAmericain,,https://rickscafe.co.za/menus,,https://lh3.googleusercontent.com/p/AF1QipP6-a8L8A2EGGygDKNxYTL_xcfeMxqHPa2hJLC3=w408-h510-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Rick's%20Cafe%20Americain&query_place_id=ChIJq-0cGvdnzB0RNsSdBEaiAac,en,False,"{'day': 'Monday', 'hours': '11\u202fAM to 2\u202fAM'} | {'day': 'Tuesday', 'hours': '11\u202fAM to 2\u202fAM'} | {'day': 'Wednesday', 'hours': '11\u202fAM to 2\u202fAM'} | {'day': 'Thursday', 'hours': '11\u202fAM to 2\u202fAM'} | {'day': 'Friday', 'hours': '11\u202fAM to 2\u202fAM'} | {'day': 'Saturday', 'hours': '11\u202fAM to 2\u202fAM'} | {'day': 'Sunday', 'hours': '11\u202fAM to 2\u202fAM'}","roof(47), tagine(33), happy hour(31), mountain(23), moroccan food(20)"
91,popWeb,,,,,"10B Kloof Nek Rd, Tamboerskloof, Cape Town, 8001, South Africa",Tamboerskloof,10B Kloof Nek Rd,Cape Town,8001,,ZA,https://popweb.co.uk/client-portfolio/,+27 21 424 3838,+27214243838,-33.9299336,18.4085729,"3CC5+2C De Waterkant, Cape Town, South Africa",ChIJAQA8PnJnzB0RXyTM4wZIrJc,0x1dcc67723e3c0001:0x97ac4806e3cc245f,10929189590150161503,5,False,False,True,1,0,0,0,0,1,1,,"All, Street View & 360°",,,2025-06-27T19:36:14.930Z,,,,Miller's Thumb,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-dwy590ujOE87fheDPgkGA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.184082&pitch=0&thumbfov=100,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=Miller's%20Thumb&query_place_id=ChIJa0LNP3JnzB0R9sPPntwKcXs,en,False,,
92,ëlgr Restaurant,,,,Restaurant,"75 Kloof St, Gardens, Cape Town, 8001, South Africa",Gardens,75 Kloof St,Cape Town,8001,,ZA,https://elgr.co.za/,+27 21 422 0384,+27214220384,-33.9303514,18.4107192,"3C96+V7 De Waterkant, Cape Town, South Africa",ChIJI92PU1VnzB0RppfVHzEAKME,0x1dcc6755538fdd23:0xc12800311fd597a6,13918374859376007078,4.3,False,False,False,381,28,19,22,52,260,348,Restaurant,"All, Latest, Videos, Menu, Food & drink, Vibe, Juice, By owner, Street View & 360°",,,2025-06-27T19:36:15.215Z,https://www.google.com/maps/reserve/v/dine/c/dpTUu-xFbyo?source=pa&opi=79508299&hl=en-US&gei=rvJeaIa3JOypptQP3cSPoAU&sourceurl=https://www.google.com/service/MapsPlaceService/GetPlace?hl%3Den%26authuser%3D0%26gl%3Dus%26q%3D%25C3%25ABlgr%2BRestaurant,,https://elgr.co.za/menu/,,https://lh3.googleusercontent.com/p/AF1QipP02A0Ez8H_dK51JdvOItf5pI_z2vw03yK8S4Rv=w408-h272-k-no,Direct Detail URL: https://www.google.com/maps/search/?api=1&query=%C3%ABlgr%20Restaurant&query_place_id=ChIJI92PU1VnzB0RppfVHzEAKME,en,False,"{'day': 'Monday', 'hours': 'Closed'} | {'day': 'Tuesday', 'hours': 'Closed'} | {'day': 'Wednesday', 'hours': '6 to 11\u202fPM'} | {'day': 'Thursday', 'hours': '6 to 11\u202fPM'} | {'day': 'Friday', 'hours': '6 to 11\u202fPM'} | {'day': 'Saturday', 'hours': '12 to 3\u202fPM, 6 to 11\u202fPM'} | {'day': 'Sunday', 'hours': 'Closed'}","pizza(34), cocktails(31), wine list(24), sommelier(18), starters(12)"
